id,megjegy,sex,age,body,proc,aktiv,date,body.size,activity
1186,OK,m,juvenil,13.42,3.76,ült,2016-04-22,large,vegetation
1188,OK,m,juvenil,13.67,4.06,kökény,2016-04-22,large,feed_on
1208,OK,m,juvenil,13.29,3.73,"harc 873, 873 győzött",2016-04-26,large,fight
1211,OK,m,juvenil,13.58,4.1,járat,2016-04-26,large,tunnel
1214,OK,m,intermediate,12.47,3.77,"harc 964, 964 győzött",2016-04-26,large,fight
1224,OK,m,juvenil,12.88,3.6,mászott,2016-04-26,large,vegetation
1245,OK,m,old,12.54,3.85,"járat, 138-al",2016-04-26,large,tunnel
1247,OK,m,juvenil,12.4,3.79,mászott,2016-04-26,large,vegetation
1258,OK,m,juvenil,13.54,3.74,1044-es járatban,2016-04-28,large,tunnel
1267,OK,m,juvenil,12.88,3.73,"járat, 1268-al",2016-04-28,large,tunnel
1272,OK,m,juvenil,12.61,3.38,ült,2016-04-28,large,vegetation
1274,OK,m,juvenil,13.3,3.82,ült,2016-04-28,large,vegetation
1276,OK,m,juvenil,12.58,3.39,ült,2016-04-28,large,vegetation
1277,OK,m,intermediate,12.53,3.95,járat,2016-04-28,large,tunnel
1279,OK,m,juvenil,12.62,3.48,ült,2016-04-28,large,vegetation
1282,OK,m,juvenil,12.57,3.3,járat,2016-04-28,large,tunnel
1294,OK,m,juvenil,12.78,3.61,ült,2016-05-02,large,vegetation
1295,OK,m,juvenil,12.33,3.39,járat,2016-05-02,large,tunnel
1300,OK,m,juvenil,12.52,3.83,1139 járat,2016-05-02,large,tunnel
1306,OK,m,old,13.2,3.92,ült,2016-05-02,large,vegetation
1310,OK,m,juvenil,12.95,3.91,pókolt,2016-05-02,large,mating
1314,OK,m,juvenil,12.96,4.02,mászott,2016-05-02,large,vegetation
1321,OK,m,juvenil,12.35,3.66,járat,2016-05-02,large,tunnel
1322,OK,m,juvenil,13.38,3.93,harc 1323,2016-05-02,large,fight
1323,OK,m,juvenil,12.95,4.17,harc 1322,2016-05-02,large,fight
1332,XY,m,juvenil,13.47,4.12,ült,2016-05-02,large,vegetation
1338,XY,m,juvenil,12.55,3.72,mászott,2016-05-02,large,vegetation
1342,XY,m,juvenil,12.52,3.71,ült,2016-05-02,large,vegetation
1352,OK,m,juvenil,12.68,3.62,ült,2016-05-03,large,vegetation
1354,OK,m,juvenil,13.17,3.82,harc 1355,2016-05-03,large,tunnel
1355,OK,m,juvenil,13.22,3.65,"harc 1354, győzött",2016-05-03,large,tunnel
1357,OK,m,juvenil,12.93,3.94,989 járat,2016-05-03,large,tunnel
1361,OK,m,juvenil,12.92,3.57,ült,2016-05-03,large,vegetation
1362,OK,m,old,13.52,3.76,ült,2016-05-03,large,vegetation
1363,OK,m,juvenil,13.34,4.21,járat,2016-05-03,large,tunnel
1364,OK,m,juvenil,13.27,3.97,patanyomban,2016-05-03,large,vegetation
1367,OK,m,intermediate,13.59,3.9,mászott,2016-05-03,large,vegetation
1368,OK,m,juvenil,12.33,3.57,mászott,2016-05-03,large,vegetation
1369,OK,m,intermediate,13.12,3.85,járat,2016-05-03,large,tunnel
1378,OK,m,juvenil,12.5,3.45,ült,2016-05-03,large,vegetation
1384,OK,m,juvenil,13.58,4.16,mászott,2016-05-03,large,vegetation
1387,OK,m,juvenil,12.91,3.49,ült,2016-05-03,large,vegetation
1392,OK,m,juvenil,12.96,3.94,ült,2016-05-03,large,vegetation
1394,OK,m,intermediate,13.17,3.65,mászott,2016-05-03,large,vegetation
1397,OK,m,juvenil,12.83,4.04,ült,2016-05-03,large,vegetation
1408,OK,m,juvenil,12.98,3.98,mászott,2016-05-03,large,vegetation
1413,OK,m,juvenil,12.96,3.55,ült,2016-05-03,large,vegetation
1423,OK,m,juvenil,12.45,3.22,mászott,2016-05-04,large,vegetation
1426,OK,m,intermediate,13.03,3.69,"járat, 1296-tal",2016-05-04,large,tunnel
1461,OK,m,juvenil,12.96,3.79,mászott,2016-05-04,large,vegetation
1476,OK,m,juvenil,13.39,3.61,ült,2016-05-04,large,vegetation
1478,OK,m,juvenil,12.67,4,ült,2016-05-04,large,vegetation
1479,OK,m,juvenil,12.34,3.38,ült,2016-05-04,large,vegetation
1480,OK,m,juvenil,12.56,3.4,ült,2016-05-04,large,vegetation
1512,OK,m,juvenil,13.21,4.11,járat (jelölt),2016-05-05,large,tunnel
1513,OK,m,juvenil,13.5,4.08,281 járat,2016-05-05,large,tunnel
1523,OK,m,juvenil,12.33,3.61,ült,2016-05-05,large,vegetation
1527,OK,m,juvenil,12.86,3.28,mászott,2016-05-05,large,vegetation
1531,OK,m,intermediate,13.18,4.18,1131 járat,2016-05-05,large,tunnel
1532,OK,m,juvenil,12.68,3.79,mászott,2016-05-05,large,vegetation
1535,OK,m,intermediate,12.85,3.72,ült,2016-05-05,large,vegetation
1537,OK,m,intermediate,12.72,4.09,járat,2016-05-05,large,tunnel
1546,XY,m,juvenil,13.24,3.65,419 járat,2016-05-05,large,tunnel
1552,OK,m,juvenil,13.18,3.6,ült,2016-05-06,large,vegetation
1554,OK,m,juvenil,12.99,4.16,mászott,2016-05-06,large,vegetation
1558,OK,m,intermediate,13.06,3.6,járat,2016-05-06,large,tunnel
1559,OK,m,intermediate,13.1,3.74,járat,2016-05-06,large,tunnel
1561,OK,m,juvenil,13.52,3.97,1311 járat,2016-05-06,large,tunnel
1573,OK,m,intermediate,13.6,4.28,járat,2016-05-06,large,tunnel
1575,OK,m,juvenil,12.8,4.01,járat,2016-05-06,large,tunnel
1576,OK,m,juvenil,13.93,4.09,járat,2016-05-06,large,tunnel
1577,OK,m,juvenil,13.58,4.24,ült,2016-05-06,large,vegetation
1590,OK,m,juvenil,12.97,4.23,járat,2016-05-06,large,tunnel
1600,OK,m,juvenil,13.09,3.76,járat,2016-05-06,large,tunnel
1602,OK,m,juvenil,12.6,3.6,mászott,2016-05-06,large,vegetation
1608,OK,m,juvenil,12.51,3.6,járat,2016-05-07,large,tunnel
1611,OK,m,juvenil,13.27,4.08,járat,2016-05-07,large,tunnel
1615,OK,m,juvenil,12.93,3.46,járatban 1438-cal,2016-05-07,large,tunnel
1616,OK,m,juvenil,12.65,3.61,ült,2016-05-07,large,vegetation
1618,OK,m,juvenil,13.58,4.2,járat,2016-05-07,large,tunnel
1620,OK,m,intermediate,13.6,3.46,járat,2016-05-07,large,tunnel
1626,OK,m,juvenil,13.21,3.8,járatban 1627-tel,2016-05-07,large,tunnel
1656,OK,m,juvenil,12.43,3.68,járat,2016-05-07,large,tunnel
1658,OK,m,juvenil,13.3,4.3,harc 1659,2016-05-07,large,fight
1659,OK,m,juvenil,13.34,4,harc 1658,2016-05-07,large,fight
1662,NEWN,m,juvenil,12.57,3.5,mászott,2016-05-07,large,vegetation
1675,OK,m,juvenil,12.66,3,járat,2016-05-12,large,tunnel
1690,OK,m,juvenil,13.2,3.54,ült,2016-05-12,large,vegetation
1693,OK,m,juvenil,12.96,3.94,1438-1615 járat,2016-05-12,large,tunnel
1697,OK,m,juvenil,13.39,3.95,harc 1698,2016-05-12,large,fight
1705,OK,m,juvenil,12.76,3.81,ült,2016-05-16,large,vegetation
1707,OK,m,juvenil,12.45,3.23,járatban 1706-tal,2016-05-16,large,tunnel
1710,OK,m,juvenil,12.82,3.93,1711 járat prób bejut,2016-05-16,large,fight
1715,OK,m,juvenil,13.25,4.3,419 járatban pókolt,2016-05-16,large,mating
1721,OK,m,juvenil,13.39,3.97,mászott,2016-05-16,large,vegetation
1738,OK,m,juvenil,12.7,3.7,járat,2016-05-17,large,tunnel
1743,OK,m,juvenil,12.57,3.33,mászott,2016-05-17,large,vegetation
1758,OK,m,juvenil,12.64,3.48,járat,2016-05-18,large,tunnel
1770,OK,m,intermediate,13.59,4.07,ült,2016-05-19,large,vegetation
1784,OK,m,juvenil,12.7,3.94,mászott,2016-05-23,large,vegetation
110,,m,juvenil,13.15,4.11,mászott,2016-03-23,large,vegetation
111,,m,juvenil,12.52,4.01,patanyomban,2016-03-23,large,vegetation
113,,m,juvenil,11.03,1.55,ült,2016-03-23,med,vegetation
114,,m,juvenil,12.82,3.18,mászott,2016-03-23,med,vegetation
115,,m,juvenil,11.93,2.78,ült,2016-03-23,med,vegetation
116,,m,juvenil,13.3,3.97,mászott,2016-03-23,large,vegetation
117,,m,juvenil,12.56,3.74,járat,2016-03-23,large,tunnel
118,,m,juvenil,12.5,2.85,patanyomban,2016-03-23,large,vegetation
119,,m,juvenil,11.17,1.56,patanyomban,2016-03-23,med,vegetation
120,,m,juvenil,13.25,3.6,patanyomban,2016-03-23,large,vegetation
1197,,m,juvenil,12.2,3.2,ült,2016-04-23,med,vegetation
1199,,m,juvenil,12.03,2.57,ült,2016-04-23,med,vegetation
1200,,m,juvenil,12.25,3.42,mászott,2016-04-23,med,vegetation
1201,,m,juvenil,11.78,2.35,ült,2016-04-23,med,vegetation
1202,,m,juvenil,11.45,2.46,járat,2016-04-23,med,tunnel
344,OK,m,juvenil,12.74,3.81,járat,2016-03-31,large,tunnel
444,OK,m,juvenil,12.28,3.62,ült,2016-04-02,med,vegetation
1244,OK,m,juvenil,10.75,1.68,"harc, 620-al",2016-04-26,med,fight
1544,OK,m,juvenil,12.9,3.97,járat,2016-05-05,large,tunnel
44,OK,m,juvenil,11.96,4.05,mászott,2016-03-21,med,vegetation
441,OK,m,juvenil,12.42,3.5,járat,2016-04-01,large,tunnel
443,OK,m,juvenil,10.8,1.88,mászott,2016-04-02,med,vegetation
445,OK,m,juvenil,12.67,4.06,ült,2016-04-02,large,vegetation
446,OK,m,juvenil,11.99,2.53,járat,2016-04-02,med,tunnel
447,OK,m,old,11.38,1.96,ült,2016-04-02,med,vegetation
744,OK,m,juvenil,13.09,4.02,járat,2016-04-12,large,tunnel
944,OK,m,juvenil,12.24,3.3,zsálya,2016-04-16,med,feed_on
1440,OK,m,juvenil,13,3.72,"harc 1441, győzött",2016-05-04,large,fight
1441,OK,m,juvenil,13.05,3.54,"harc 1440, vesztett",2016-05-04,large,fight
1644,OK,m,juvenil,12.59,3.79,ült,2016-05-07,large,vegetation
1744,OK,m,juvenil,12.89,3.74,ült,2016-05-17,large,vegetation
448,OK,m,juvenil,11.83,2.24,mászott,2016-04-02,med,vegetation
