"id","no.cap","sex","age","aktiv","date","cap.recap","comment","x.coord","y.coord","elev.map.b","Distance","body","proc","date.of.catch","id","diff.days","rel.bodywidth","st.date","day","day.from.1st.catch"
"6",2,"m","juvenil","nest","2016-03-30","r","",738957.787435,326517.312985,219.984191894531,3.29340423716409,13.73,4.58,"2016-03-17","6",13,1.72535938678435,2016-03-17,13,0
"6",3,"m","juvenil","","2016-04-07","r","died",738867.805554,326449.201106,217.874877929688,112.839463179666,13.73,4.58,"2016-03-17","6",8,1.72535938678435,2016-03-17,21,0
"14",2,"m","juvenil","dicon","2016-03-24","r","",738984.199385,326504.037239,218.732376098633,2.8259141573513,13.63,4.11,"2016-03-17","14",7,1.60160857161913,2016-03-17,7,0
"17",2,"m","juvenil","nest","2016-03-21","r","",739032.68386,326513.567139,222.010177612305,6.10544660761123,13.01,4.13,"2016-03-17","17",4,0.834353517594766,2016-03-17,4,0
"36",2,"m","juvenil","nest","2016-04-03","r","",738791.771497,326604.973886,249.240539550781,5.14433606663328,13.06,4.06,"2016-03-18","36",16,0.896228925177377,2016-03-17,17,1
"38",2,"m","juvenil","nest","2016-04-03","r","",738797.127207,326594.600802,246.147689819336,6.53255960283327,11.64,3.4,"2016-03-18","38",16,-0.861032650168753,2016-03-17,17,1
"49",2,"m","juvenil","nest","2016-03-21","r","",738815.020449,326584.864386,243.009826660156,5.49496746106693,11.93,3.72,"2016-03-21","49",0.5,-0.502155286189615,2016-03-17,4,4
"49",3,"m","juvenil","travelled","2016-03-22","r","",738814.599988,326588.08343,245.314193725586,3.24597562753441,11.93,3.72,"2016-03-21","49",1,-0.502155286189615,2016-03-17,5,4
"50",2,"m","juvenil","nest","2016-03-23","r","",738803.826309,326593.479804,246.564651489258,4.02457033490012,10.97,1.81,"2016-03-21","50",2,-1.69016311177573,2016-03-17,6,4
"50",3,"m","juvenil","nest","2016-03-24","r","",738805.054146,326595.723049,248.350845336914,2.55696412976679,10.97,1.81,"2016-03-21","50",1,-1.69016311177573,2016-03-17,7,4
"50",4,"m","juvenil","travelled","2016-03-25","r","",738801.405138,326596.445802,246.910614013672,3.719424724348,10.97,1.81,"2016-03-21","50",1,-1.69016311177573,2016-03-17,8,4
"52",2,"m","juvenil","travelled","2016-03-21","r","",738798.939257,326592.626496,248.635375976562,3.83763266324958,11.6,2.36,"2016-03-21","52",0.5,-0.910532976234843,2016-03-17,4,4
"52",3,"m","juvenil","nest","2016-03-31","r","",738800.09457,326594.757408,245.324142456055,2.42364130240696,11.6,2.36,"2016-03-21","52",10,-0.910532976234843,2016-03-17,14,4
"52",6,"m","juvenil","travelled","2016-04-15","r","",738791.46949,326605.302938,249.240539550781,13.7062136964783,11.6,2.36,"2016-03-21","52",6,-0.910532976234843,2016-03-17,29,4
"52",7,"m","juvenil","nest","2016-04-16","r","",738789.954352,326607.281787,247.921615600586,2.49196716514462,11.6,2.36,"2016-03-21","52",1,-0.910532976234843,2016-03-17,30,4
"52",8,"m","juvenil","nest","2016-04-21","r","",738789.470477,326604.938698,249.915771484375,2.39222640241363,11.6,2.36,"2016-03-21","52",8,-0.910532976234843,2016-03-17,35,4
"52",4,"m","juvenil","nest","2016-04-06","r","",738800.37617,326595.762725,246.037292480469,1.04387925334735,11.6,2.36,"2016-03-21","52",1,-0.910532976234843,2016-03-17,20,4
"52",5,"m","juvenil","monoc","2016-04-07","r","",738799.949518,326594.532743,245.324142456055,1.3017130040083,11.6,2.36,"2016-03-21","52",5,-0.910532976234843,2016-03-17,21,4
"56",2,"m","juvenil","nest","2016-03-22","r","",738842.134257,326579.050696,239.09245300293,1.34068568633947,13.01,3.81,"2016-03-21","56",1,0.834353517594766,2016-03-17,5,4
"56",3,"m","juvenil","dig","2016-03-25","r","",738842.053225,326579.494349,238.759155273438,0.450935200560652,13.01,3.81,"2016-03-21","56",3,0.834353517594766,2016-03-17,8,4
"65",2,"m","juvenil","nest","2016-03-31","r","",739003.531148,326511.896728,224.780395507812,7.39725613180016,12.24,3.8,"2016-03-21","65",10,-0.118527759177431,2016-03-17,14,4
"69",2,"m","juvenil","travelled","2016-04-03","r","",738803.31243,326588.244449,245.655151367188,8.59302357292733,9.55,1,"2016-03-21","69",13,-3.44742468712186,2016-03-17,17,4
"70",2,"m","juvenil","nest","2016-03-25","r","",738797.553259,326600.7246,249.081451416016,0.365128547191507,10.97,2.55,"2016-03-21","70",4,-1.69016311177573,2016-03-17,8,4
"71",2,"m","juvenil","","2016-03-23","r","died",738795.442605,326602.805563,246.119338989258,3.60748488131474,11.82,3.63,"2016-03-21","71",2,-0.638281182871357,2016-03-17,6,4
"73",2,"m","juvenil","nest","2016-03-31","r","",738822.611988,326583.645837,241.544647216797,5.8733361849251,12.35,3.84,"2016-03-21","73",10,0.0175981375043107,2016-03-17,14,4
"76",2,"m","juvenil","nest","2016-03-25","r","",738918.100118,326534.500793,223.868103027344,4.87850785505804,12,3.36,"2016-03-21","76",4,-0.41552971557396,2016-03-17,8,4
"76",3,"m","juvenil","nest","2016-03-29","r","",738915.45007,326533.014307,227.364837646484,3.03810073836521,12,3.36,"2016-03-21","76",4,-0.41552971557396,2016-03-17,12,4
"85",2,"m","juvenil","","2016-03-24","r","",738835.148432,326579.499924,243.168991088867,22.1049635030544,11.58,2.35,"2016-03-22","85",2,-0.935283139267886,2016-03-17,7,5
"87",2,"m","juvenil","nest","2016-03-25","r","",738818.844517,326587.258572,243.005065917969,7.36296264846419,12.71,4.09,"2016-03-22","87",3,0.463101072099106,2016-03-17,8,5
"87",3,"m","juvenil","nest","2016-03-30","r","",738817.056272,326587.67611,241.385330200195,1.83610693414021,12.71,4.09,"2016-03-22","87",5,0.463101072099106,2016-03-17,13,5
"87",4,"m","juvenil","nest","2016-04-01","r","",738816.381428,326588.11068,244.442260742188,0.802558470713824,12.71,4.09,"2016-03-22","87",2,0.463101072099106,2016-03-17,15,5
"87",6,"m","juvenil","nest","2016-04-03","r","",738815.868645,326587.657943,243.490615844727,1.33641711891398,12.71,4.09,"2016-03-22","87",1,0.463101072099106,2016-03-17,17,5
"87",5,"m","juvenil","nest","2016-04-02","r","",738815.774007,326588.991175,241.836730957031,1.06955125472978,12.71,4.09,"2016-03-22","87",1,0.463101072099106,2016-03-17,16,5
"91",2,"m","juvenil","travelled","2016-03-24","r","",738998.143378,326519.48855,227.728103637695,7.63984854640323,12.52,3.57,"2016-03-22","91",2,0.227974523285185,2016-03-17,7,5
"91",3,"m","juvenil","nest","2016-03-24","r","",739002.257508,326522.332196,226.85498046875,5.00060532474814,12.52,3.57,"2016-03-22","91",0.5,0.227974523285185,2016-03-17,7,5
"94",2,"m","juvenil","monoc","2016-04-07","r","",739025.772042,326504.340846,222.385955810547,1.73950469494605,12.46,3.66,"2016-03-22","94",16,0.153724034186055,2016-03-17,21,5
"98",2,"m","juvenil","travelled","2016-03-22","r","",738874.950871,326443.193195,213.329574584961,1.44745428376518,13.41,3.85,"2016-03-22","98",0.5,1.32935677825565,2016-03-17,5,5
"103",2,"m","juvenil","travelled","2016-03-30","r","",738832.522831,326571.562899,240.725204467773,7.78571059600247,12.93,3.63,"2016-03-22","103",8,0.735352865462589,2016-03-17,13,5
"104",2,"m","juvenil","nest","2016-03-25","r","",738818.030342,326582.241069,245.298202514648,0.185478598488546,11.77,2,"2016-03-22","104",3,-0.700156590453968,2016-03-17,8,5
"104",3,"m","juvenil","nest","2016-03-30","r","",738823.840442,326580.995271,240.630828857422,5.94140714673507,11.77,2,"2016-03-22","104",5,-0.700156590453968,2016-03-17,13,5
"104",4,"m","juvenil","travelled","2016-03-31","r","",738820.940495,326581.284577,240.851440429688,2.91397260407218,11.77,2,"2016-03-22","104",1,-0.700156590453968,2016-03-17,14,5
"106",2,"m","juvenil","travelled","2016-04-21","r","",738844.825139,326577.868414,236.613220214844,170.267889334709,12.7,3.7,"2016-03-22","106",30,0.450725990582582,2016-03-17,35,5
"111",2,"m","juvenil","travelled","2016-03-24","r","",738823.422756,326588.885735,243.495895385742,4.01641946246769,12.52,4.01,"2016-03-23","111",1,0.227974523285185,2016-03-17,7,6
"113",2,"m","juvenil","nest","2016-03-24","r","",738806.01569,326595.960203,248.949951171875,3.30801923348027,11.03,1.55,"2016-03-23","113",1,-1.6159126226766,2016-03-17,7,6
"114",3,"m","juvenil","","2016-03-25","r","died",738790.514749,326604.620997,249.803771972656,4.50136232842601,12.82,3.18,"2016-03-23","114",1,0.599226968780848,2016-03-17,8,6
"114",2,"m","juvenil","travelled","2016-03-24","r","",738793.462298,326601.218151,250.987075805664,9.32779798352028,12.82,3.18,"2016-03-23","114",1,0.599226968780848,2016-03-17,7,6
"138",2,"m","juvenil","travelled","2016-04-06","r","",738793.054947,326593.871184,244.487014770508,10.4892041080528,12.29,3.1,"2016-03-24","138",13,-0.0566523515948222,2016-03-17,20,7
"138",3,"m","juvenil","nest","2016-04-07","r","",738790.451914,326594.165047,246.784088134766,2.61923561972198,12.29,3.1,"2016-03-24","138",1,-0.0566523515948222,2016-03-17,21,7
"138",4,"m","juvenil","nest","2016-04-26","r","",738801.104941,326582.093406,245.075485229492,16.0980043858151,12.29,3.1,"2016-03-24","138",19,-0.0566523515948222,2016-03-17,40,7
"141",4,"m","juvenil","travelled","2016-04-06","r","",738795.032958,326600.463609,250.792251586914,8.19794797705735,12.31,3.31,"2016-03-24","141",1,-0.0319021885617764,2016-03-17,20,7
"141",5,"m","juvenil","travelled","2016-05-03","r","",738950.582976,326512.642454,217.66618347168,178.60648139145,12.31,3.31,"2016-03-24","141",0.5,-0.0319021885617764,2016-03-17,47,7
"141",2,"m","juvenil","travelled","2016-03-25","r","",738786.269127,326600.663257,245.713409423828,9.50675425761203,12.31,3.31,"2016-03-24","141",12,-0.0319021885617764,2016-03-17,8,7
"141",3,"m","juvenil","travelled","2016-03-25","r","",738787.700944,326604.133075,250.029006958008,3.75315223294634,12.31,3.31,"2016-03-24","141",27,-0.0319021885617764,2016-03-17,8,7
"143",2,"m","juvenil","travelled","2016-03-31","r","",738749.625039,326613.116145,247.940795898438,13.3964574548373,12.14,3.57,"2016-03-24","143",7,-0.242278574342651,2016-03-17,14,7
"160",2,"m","juvenil","nest","2016-03-30","r","",738829.335999,326585.750724,242.690185546875,21.0119535176927,11.98,3,"2016-03-25","160",5,-0.440279878607004,2016-03-17,13,8
"161",2,"m","juvenil","nest","2016-03-31","r","",738810.234221,326587.126864,244.624206542969,4.64333987870692,11.97,3.26,"2016-03-25","161",6,-0.452654960123526,2016-03-17,14,8
"161",3,"m","juvenil","fight","2016-04-06","r","",738800.566043,326588.202445,244.288177490234,9.72658906334916,11.97,3.26,"2016-03-25","161",6,-0.452654960123526,2016-03-17,20,8
"162",2,"m","juvenil","nest","2016-04-11","r","",738811.473351,326593.485545,246.853942871094,3.6387681980921,12.8,3.6,"2016-03-25","162",17,0.574476805747804,2016-03-17,25,8
"163",3,"m","juvenil","travelled","2016-03-31","r","",738813.211793,326586.616292,242.148178100586,9.76747334310285,10.8,1.55,"2016-03-25","163",6,-1.90053949755661,2016-03-17,14,8
"163",2,"m","juvenil","travelled","2016-03-31","r","",738822.677709,326584.202959,241.104751586914,21.7967412535649,10.8,1.55,"2016-03-25","163",0.5,-1.90053949755661,2016-03-17,14,8
"164",2,"m","juvenil","travelled","2016-03-25","r","",738799.092812,326592.295175,248.635375976562,3.80486302233507,13.3,3.64,"2016-03-25","164",0.5,1.19323088157391,2016-03-17,8,8
"164",3,"m","juvenil","travelled","2016-03-30","r","",738800.415286,326593.205187,246.466995239258,1.60511606971223,13.3,3.64,"2016-03-25","164",5,1.19323088157391,2016-03-17,13,8
"164",4,"m","juvenil","travelled","2016-03-31","r","",738809.633604,326587.56257,246.00178527832,10.8067977705967,13.3,3.64,"2016-03-25","164",1,1.19323088157391,2016-03-17,14,8
"168",2,"m","juvenil","nest","2016-04-07","r","",738836.799068,326573.519121,239.069702148438,1.35849308862501,13.2,4.05,"2016-03-25","168",13,1.06948006640868,2016-03-17,21,8
"173",2,"m","juvenil","nest","2016-04-06","r","",739020.248633,326515.934607,224.786148071289,123.427192663923,12.23,3.56,"2016-03-25","173",12,-0.130902840693953,2016-03-17,20,8
"178",2,"m","juvenil","travelled","2016-03-29","r","",738793.080455,326592.203225,245.486694335938,7.63975381624756,12.33,3.41,"2016-03-25","178",4,-0.00715202552873287,2016-03-17,12,8
"185",2,"m","juvenil","nest","2016-03-29","r","",738811.195154,326592.257834,244.362701416016,2.63570632019062,12.12,3.02,"2016-03-25","185",4,-0.267028737375697,2016-03-17,12,8
"185",5,"m","juvenil","nest","2016-04-02","r","",738812.404892,326590.830435,244.883575439453,3.07571995891646,12.12,3.02,"2016-03-25","185",2,-0.267028737375697,2016-03-17,16,8
"185",6,"m","juvenil","nest","2016-04-03","r","",738809.771852,326588.232024,247.136947631836,3.69880626554705,12.12,3.02,"2016-03-25","185",1,-0.267028737375697,2016-03-17,17,8
"185",3,"m","juvenil","travelled","2016-03-31","r","",738810.682371,326591.805097,243.444137573242,0.683957079364056,12.12,3.02,"2016-03-25","185",1,-0.267028737375697,2016-03-17,14,8
"185",4,"m","juvenil","travelled","2016-04-01","r","",738811.782776,326587.81789,244.779495239258,4.13574247664616,12.12,3.02,"2016-03-25","185",1,-0.267028737375697,2016-03-17,15,8
"194",2,"m","juvenil","nest","2016-03-29","r","",739000.449215,326499.837369,219.799575805664,13.6698755190499,12.41,3.48,"2016-03-29","194",0.5,0.0918486266034436,2016-03-17,12,12
"199",2,"m","juvenil","travelled","2016-04-07","r","",738913.978448,326536.99581,226.68962097168,5.1155619253876,12.31,3.31,"2016-03-29","199",9,-0.0319021885617764,2016-03-17,21,12
"202",2,"m","juvenil","nest","2016-03-30","r","",738811.867208,326587.151842,244.779495239258,3.11437749886731,12.09,3.23,"2016-03-29","202",1,-0.304153981925262,2016-03-17,13,12
"202",5,"m","juvenil","travelled","2016-04-07","r","",738820.346681,326581.275493,240.851440429688,9.81141865155025,12.09,3.23,"2016-03-29","202",0.5,-0.304153981925262,2016-03-17,21,12
"202",6,"m","juvenil","travelled","2016-04-07","r","",738821.731473,326582.965027,243.527786254883,2.18425154449225,12.09,3.23,"2016-03-29","202",1,-0.304153981925262,2016-03-17,21,12
"202",3,"m","juvenil","nest","2016-03-30","r","",738812.614578,326586.829604,243.045669555664,0.813774400239884,12.09,3.23,"2016-03-29","202",7,-0.304153981925262,2016-03-17,13,12
"202",4,"m","juvenil","nest","2016-03-31","r","",738811.376536,326585.25354,246.744705200195,2.0039211001238,12.09,3.23,"2016-03-29","202",0.5,-0.304153981925262,2016-03-17,14,12
"203",2,"m","juvenil","nest","2016-04-03","r","",738816.183178,326581.656696,242.831832885742,9.63781261731703,12.32,3.41,"2016-03-29","203",5,-0.0195271070452547,2016-03-17,17,12
"204",2,"m","juvenil","","2016-03-29","r","died",739000.449215,326499.837369,219.799575805664,211.533089382181,10.22,1.49,"2016-03-29","204",0.5,-2.61829422551488,2016-03-17,12,12
"206",3,"m","juvenil","nest","2016-03-31","r","",738811.846185,326593.380025,245.802581787109,3.51587094132323,12.46,3.64,"2016-03-29","206",1,0.153724034186055,2016-03-17,14,12
"206",4,"m","juvenil","travelled","2016-04-01","r","",738814.527462,326587.971097,245.123916625977,6.03626561190278,12.46,3.64,"2016-03-29","206",1,0.153724034186055,2016-03-17,15,12
"206",5,"m","juvenil","travelled","2016-04-06","r","",738820.755699,326588.511265,243.031524658203,6.25082419346593,12.46,3.64,"2016-03-29","206",1,0.153724034186055,2016-03-17,20,12
"206",6,"m","juvenil","travelled","2016-04-06","r","",738822.309356,326588.868702,242.227264404297,1.59403756532239,12.46,3.64,"2016-03-29","206",5,0.153724034186055,2016-03-17,20,12
"206",2,"m","juvenil","travelled","2016-03-30","r","",738809.736134,326590.567167,243.0380859375,2.78932484899142,12.46,3.64,"2016-03-29","206",0.5,0.153724034186055,2016-03-17,13,12
"207",2,"m","juvenil","travelled","2016-03-30","r","",738815.891989,326576.424747,243.768951416016,17.5676198842541,11.07,1.64,"2016-03-29","207",1,-1.56641229661051,2016-03-17,13,12
"207",3,"m","juvenil","nest","2016-04-01","r","",738809.452354,326579.996614,243.738220214844,7.36297357992847,11.07,1.64,"2016-03-29","207",2,-1.56641229661051,2016-03-17,15,12
"208",3,"m","juvenil","nest","2016-03-31","r","",738815.055554,326587.423059,243.325576782227,4.71777472539587,11.13,1.93,"2016-03-29","208",2,-1.49216180751138,2016-03-17,14,12
"208",4,"m","juvenil","travelled","2016-04-01","r","",738814.628904,326586.193076,242.398635864258,1.30171332646449,11.13,1.93,"2016-03-29","208",0.5,-1.49216180751138,2016-03-17,15,12
"208",2,"m","juvenil","nest","2016-03-31","r","",738815.652153,326592.103563,246.618148803711,4.99598049077722,11.13,1.93,"2016-03-29","208",1,-1.49216180751138,2016-03-17,14,12
"208",5,"m","juvenil","travelled","2016-04-07","r","",738829.2641,326580.744576,241.035873413086,15.6145206609552,11.13,1.93,"2016-03-29","208",6,-1.49216180751138,2016-03-17,21,12
"209",2,"m","juvenil","travelled","2016-03-31","r","",738810.692576,326591.137913,243.444137573242,2.92057974795243,13.07,3.72,"2016-03-29","209",2,0.908604006693899,2016-03-17,14,12
"209",3,"m","juvenil","nest","2016-04-01","r","",738810.952675,326588.694979,245.526550292969,2.45642965982979,13.07,3.72,"2016-03-29","209",1,0.908604006693899,2016-03-17,15,12
"209",4,"m","juvenil","nest","2016-04-01","r","",738812.063762,326593.717023,246.853942871094,5.14283214583792,13.07,3.72,"2016-03-29","209",0.5,0.908604006693899,2016-03-17,15,12
"210",3,"m","juvenil","travelled","2016-03-31","r","",738808.241396,326591.211644,247.923477172852,1.11892521177767,12.6,3.78,"2016-03-29","210",2,0.326975175417362,2016-03-17,14,12
"210",4,"m","juvenil","travelled","2016-04-01","r","",738811.230872,326589.922691,244.430450439453,3.25510028521625,12.6,3.78,"2016-03-29","210",0.5,0.326975175417362,2016-03-17,15,12
"210",2,"m","juvenil","nest","2016-03-31","r","",738807.129697,326591.083417,245.704772949219,2.7635241182442,12.6,3.78,"2016-03-29","210",1,0.326975175417362,2016-03-17,14,12
"210",5,"m","juvenil","travelled","2016-04-11","r","",738814.580191,326584.523982,242.264297485352,6.35246074559356,12.6,3.78,"2016-03-29","210",10,0.326975175417362,2016-03-17,25,12
"212",2,"m","juvenil","nest","2016-04-01","r","",738806.764759,326595.526767,246.872787475586,3.71129217359055,11.79,2.39,"2016-03-29","212",3,-0.675406427420924,2016-03-17,15,12
"212",3,"m","juvenil","nest","2016-04-01","r","",738807.7195,326596.20871,244.112213134766,1.17312541339137,11.79,2.39,"2016-03-29","212",0.5,-0.675406427420924,2016-03-17,15,12
"212",5,"m","juvenil","travelled","2016-04-02","r","",738799.904805,326587.747438,245.056213378906,12.4940857975897,11.79,2.39,"2016-03-29","212",1,-0.675406427420924,2016-03-17,16,12
"212",4,"m","juvenil","nest","2016-04-02","r","",738809.735523,326595.460983,245.213394165039,2.14994681748733,11.79,2.39,"2016-03-29","212",0.5,-0.675406427420924,2016-03-17,16,12
"213",2,"m","juvenil","","2016-04-03","r","died",738795.07267,326593.012255,250.397171020508,5.74176208379546,11.46,2.21,"2016-03-29","213",5,-1.08378411746615,2016-03-17,17,12
"215",2,"m","juvenil","nest","2016-04-03","r","",738799.659415,326594.083413,246.165100097656,7.92293559595955,12.13,3.31,"2016-03-29","215",5,-0.254653655859173,2016-03-17,17,12
"215",3,"m","juvenil","nest","2016-04-06","r","",738798.989674,326594.184393,244.462753295898,0.677223448275639,12.13,3.31,"2016-03-29","215",3,-0.254653655859173,2016-03-17,20,12
"215",4,"m","juvenil","nest","2016-04-07","r","",738800.533127,326595.209009,246.037292480469,1.85235082114482,12.13,3.31,"2016-03-29","215",1,-0.254653655859173,2016-03-17,21,12
"216",2,"m","juvenil","travelled","2016-03-30","r","",738794.105426,326598.002511,244.657943725586,1.60511509210052,13.32,4.13,"2016-03-29","216",1,1.21798104460695,2016-03-17,13,12
"216",5,"m","juvenil","nest","2016-03-31","r","",738810.127066,326594.132292,246.755065917969,17.6574201302851,13.32,4.13,"2016-03-29","216",0.5,1.21798104460695,2016-03-17,14,12
"216",6,"m","juvenil","travelled","2016-03-31","r","",738807.35748,326590.753231,246.791748046875,4.36850283678429,13.32,4.13,"2016-03-29","216",0.5,1.21798104460695,2016-03-17,14,12
"216",3,"m","juvenil","travelled","2016-03-30","r","",738791.819707,326596.966546,250.591293334961,2.50921040705922,13.32,4.13,"2016-03-29","216",1,1.21798104460695,2016-03-17,13,12
"216",4,"m","juvenil","monoc","2016-03-30","r","",738793.056051,326598.653803,244.916015625,2.09147446301075,13.32,4.13,"2016-03-29","216",0.5,1.21798104460695,2016-03-17,13,12
"216",7,"m","juvenil","nest","2016-04-01","r","",738809.70722,326592.457521,242.888107299805,2.9023688301726,13.32,4.13,"2016-03-29","216",1,1.21798104460695,2016-03-17,15,12
"219",2,"m","juvenil","nest","2016-03-30","r","",738790.066583,326599.942765,249.836944580078,3.50452553747233,11.58,2.61,"2016-03-29","219",1,-0.935283139267886,2016-03-17,13,12
"220",2,"m","juvenil","nest","2016-03-30","r","",738796.191673,326602.372125,246.024993896484,2.69439062316498,10.46,1.32,"2016-03-29","220",1,-2.32129226911835,2016-03-17,13,12
"220",3,"m","juvenil","travelled","2016-04-01","r","",738788.370683,326604.032093,248.979431152344,7.99419516668657,10.46,1.32,"2016-03-29","220",2,-2.32129226911835,2016-03-17,15,12
"220",4,"m","juvenil","travelled","2016-04-03","r","",738782.539622,326611.506111,246.072036743164,9.47836539844822,10.46,1.32,"2016-03-29","220",2,-2.32129226911835,2016-03-17,17,12
"221",2,"m","juvenil","travelled","2016-03-30","r","",738799.716032,326600.090337,248.814926147461,4.01344822622136,13.13,3.86,"2016-03-29","221",1,0.982854495793032,2016-03-17,13,12
"221",3,"m","juvenil","nest","2016-03-31","r","",738796.726564,326601.379296,247.461456298828,3.25509521114534,13.13,3.86,"2016-03-29","221",1,0.982854495793032,2016-03-17,14,12
"221",4,"m","juvenil","","2016-04-02","r","died",738798.28532,326601.403135,249.60368347168,1.55873701713855,13.13,3.86,"2016-03-29","221",2,0.982854495793032,2016-03-17,16,12
"222",2,"m","juvenil","nest","2016-04-01","r","",738807.162496,326598.647103,245.409439086914,12.071356114453,11.44,1.73,"2016-03-29","222",3,-1.1085342804992,2016-03-17,15,12
"223",2,"m","juvenil","nest","2016-03-30","r","",738788.452305,326598.694623,249.160949707031,5.9039784614317,13.59,3.64,"2016-03-29","223",1,1.55210824555304,2016-03-17,13,12
"223",3,"m","juvenil","nest","2016-03-31","r","",738768.550483,326618.410509,249.491088867188,28.0107032293745,13.59,3.64,"2016-03-29","223",1,1.55210824555304,2016-03-17,14,12
"224",2,"m","juvenil","travelled","2016-03-31","r","",738785.432822,326597.091324,250.814346313477,0.459026070283308,12.93,4.02,"2016-03-29","224",2,0.735352865462589,2016-03-17,14,12
"224",3,"m","juvenil","nest","2016-04-01","r","",738786.745686,326593.774701,247.796356201172,3.56656203475364,12.93,4.02,"2016-03-29","224",1,0.735352865462589,2016-03-17,15,12
"225",3,"m","juvenil","travelled","2016-04-07","r","",738799.703029,326596.086099,244.768783569336,15.5294743251759,13.03,3.96,"2016-03-29","225",2,0.85910368062781,2016-03-17,21,12
"225",4,"m","juvenil","nest","2016-04-12","r","",738802.849458,326594.243426,246.632720947266,3.64583130524457,13.03,3.96,"2016-03-29","225",7,0.85910368062781,2016-03-17,26,12
"225",2,"m","juvenil","travelled","2016-03-31","r","",738784.508095,326599.301649,249.042785644531,7.99209492673272,13.03,3.96,"2016-03-29","225",5,0.85910368062781,2016-03-17,14,12
"225",7,"m","juvenil","nest","2016-04-16","r","",738802.336674,326593.79069,244.628433227539,1.09139046137772,13.03,3.96,"2016-03-29","225",1,0.85910368062781,2016-03-17,30,12
"225",6,"m","juvenil","nest","2016-04-15","r","",738801.2924,326594.108388,244.721405029297,4.09311807610819,13.03,3.96,"2016-03-29","225",2,0.85910368062781,2016-03-17,29,12
"225",5,"m","juvenil","nest","2016-04-13","r","",738805.101767,326592.609525,247.744338989258,2.78218690158766,13.03,3.96,"2016-03-29","225",1,0.85910368062781,2016-03-17,27,12
"229",2,"m","juvenil","travelled","2016-03-30","r","",738789.885903,326587.482994,247.801391601562,20.1943580573143,9.37,0.89,"2016-03-29","229",1,-3.67017615441926,2016-03-17,13,12
"243",2,"m","old","fight","2016-04-20","r","",739015.34592,326496.729032,217.641189575195,5.40951415836288,13.19,4.05,"2016-03-29","243",22,1.05710498489216,2016-03-17,34,12
"246",3,"m","juvenil","nest","2016-04-13","r","",738855.261643,326405.298403,210.22900390625,1.6330203514779,13.37,3.78,"2016-03-30","246",8,1.27985645218956,2016-03-17,27,13
"246",2,"m","juvenil","travelled","2016-04-07","r","",738856.894682,326405.323394,209.757247924805,4.17015073116952,13.37,3.78,"2016-03-30","246",6,1.27985645218956,2016-03-17,21,13
"248",2,"m","old","","2016-04-12","r","died",738857.456999,326426.798081,215.044036865234,6.63178033621777,13.51,4.2,"2016-03-30","248",13,1.45310759342087,2016-03-17,26,13
"253",2,"m","juvenil","","2016-04-03","r","died",738900.118698,326545.125331,224.5234375,9.50713853996537,12.51,3.61,"2016-03-30","253",4,0.215599441768664,2016-03-17,17,13
"254",2,"m","old","travelled","2016-04-13","r","",738885.08022,326562.35715,229.941543579102,1.60512185895031,12.73,3.77,"2016-03-30","254",14,0.487851235132149,2016-03-17,27,13
"259",2,"m","old","nest","2016-04-03","r","",738836.62723,326584.750045,237.374496459961,6.85143761342655,13.54,4.21,"2016-03-30","259",4,1.49023283797043,2016-03-17,17,13
"259",5,"m","old","nest","2016-04-12","r","",738835.242442,326583.060508,240.140533447266,0.617450756250099,13.54,4.21,"2016-03-30","259",4,1.49023283797043,2016-03-17,26,13
"259",6,"m","old","travelled","2016-04-15","r","",738831.884597,326589.015192,239.82633972168,6.83531492775462,13.54,4.21,"2016-03-30","259",4,1.49023283797043,2016-03-17,29,13
"259",3,"m","old","nest","2016-04-07","r","",738834.024191,326585.043888,242.08430480957,2.61923941217164,13.54,4.21,"2016-03-30","259",1,1.49023283797043,2016-03-17,21,13
"259",4,"m","old","nest","2016-04-11","r","",738834.717751,326583.38615,241.001159667969,1.79674698202572,13.54,4.21,"2016-03-30","259",3,1.49023283797043,2016-03-17,25,13
"264",2,"m","juvenil","","2016-04-01","r","died",738813.499581,326592.070636,244.525161743164,6.00752951669213,11.8,2.77,"2016-03-30","264",2,-0.6630313459044,2016-03-17,15,13
"265",2,"m","juvenil","nest","2016-04-02","r","",738811.969737,326590.156439,243.929946899414,1.89087205719325,12.96,3.84,"2016-03-30","265",3,0.772478110012157,2016-03-17,16,13
"265",3,"m","juvenil","nest","2016-04-03","r","",738811.0235,326588.918509,245.526550292969,1.55795221706317,12.96,3.84,"2016-03-30","265",1,0.772478110012157,2016-03-17,17,13
"265",4,"m","juvenil","travelled","2016-04-13","r","",738812.658188,326588.83229,242.294326782227,1.63674890587731,12.96,3.84,"2016-03-30","265",10,0.772478110012157,2016-03-17,27,13
"268",2,"m","juvenil","nest","2016-03-31","r","",738792.097908,326598.194257,246.9267578125,2.66974032108769,12.41,3.6,"2016-03-30","268",1,0.0918486266034436,2016-03-17,14,13
"268",5,"m","juvenil","travelled","2016-04-02","r","",738784.011725,326602.630758,245.650833129883,10.7386371820911,12.41,3.6,"2016-03-30","268",0.5,0.0918486266034436,2016-03-17,16,13
"268",3,"m","juvenil","nest","2016-03-31","r","",738788.987194,326597.701793,247.636123657227,3.14905470251154,12.41,3.6,"2016-03-30","268",1,0.0918486266034436,2016-03-17,14,13
