"","id","lon","lat","ele","date","sex","age","body","proc"
"539",283,738777.528516605,326604.19997324,250.923553,"2016-03-30","m","juvenil",12.86,3.75
"540",284,738778.783565632,326604.664056602,248.29483,"2016-03-30","m","juvenil",9.97,1.15
"541",285,738786.152982002,326598.548238821,247.408218,"2016-03-30","f","juvenil",11.79,0
"542",286,738791.925138774,326590.072314555,249.804016,"2016-03-30","m","juvenil",12.5,3.89
"543",287,738804.399224454,326585.146819242,244.7323,"2016-03-30","m","juvenil",11.23,1.76
"544",288,738832.661519099,326581.908787073,241.602051,"2016-03-30","f","juvenil",12,0
"545",289,738840.993840719,326566.242567233,241.398346,"2016-03-30","f","juvenil",12.24,0
"546",290,738857.816132241,326568.279564239,235.071655,"2016-03-30","f","juvenil",10.99,0
"547",291,738904.987413922,326532.631646559,222.104416,"2016-03-30","m","juvenil",12.4,3.78
"548",292,738923.265086719,326526.905486131,223.274963,"2016-03-30","m","juvenil",13.56,4.27
"549",293,738928.241733018,326526.759259973,223.024521,"2016-03-30","m","juvenil",13.35,3.97
"550",294,738941.088914342,326521.728547242,223.720276,"2016-03-30","f","old",12.23,0
"551",295,738996.955737184,326519.47034564,223.783112,"2016-03-30","f","juvenil",11.46,0
"552",296,738992.707544749,326510.841036625,222.27298,"2016-03-30","m","juvenil",12.97,3.87
"553",297,739014.215739888,326517.176794229,222.016754,"2016-03-30","f","juvenil",12.64,0
"554",297,739013.893258412,326518.840200078,226.551361,"2016-04-02","f","juvenil",12.64,0
"555",297,739013.987942891,326517.506971862,219.475418,"2016-04-03","f","juvenil",12.64,0
"556",298,739028.562917903,326511.168260484,221.945496,"2016-03-30","m","juvenil",12.21,3.74
"557",299,739029.954488043,326512.41305452,220.740067,"2016-03-30","m","juvenil",13.04,4.02
"558",299,739028.984413501,326512.731849873,218.148361,"2016-04-03","m","juvenil",13.04,4.02
"559",299,739029.972449093,326516.083699469,227.700134,"2016-04-07","m","juvenil",13.04,4.02
"560",299,739030.091007994,326513.193711087,224.273895,"2016-04-07","m","juvenil",13.04,4.02
"561",299,739028.545867703,326512.280232227,223.978302,"2016-04-08","m","juvenil",13.04,4.02
"562",299,739028.760025538,326512.839632569,226.262924,"2016-04-11","m","juvenil",13.04,4.02
"563",299,739030.696764546,326512.424436299,218.306564,"2016-04-12","m","juvenil",13.04,4.02
"564",299,739028.545867703,326512.280232227,219.080063,"2016-04-13","m","juvenil",13.04,4.02
"565",299,739028.796742617,326515.287108583,222.217758,"2016-04-06","m","juvenil",13.04,4.02
"566",300,739040.71920245,326512.466902439,220.48938,"2016-03-30","m","old",12.75,3.88
"567",301,739013.211428478,326510.043105257,220.995743,"2016-03-30","m","juvenil",13.03,3.95
"568",301,739018.960271449,326512.800601184,227.57222,"2016-03-31","m","juvenil",13.03,3.95
"569",302,738999.526263579,326511.612891818,220.755981,"2016-03-30","m","juvenil",13.35,4.02
"570",303,738962.985297058,326526.957828331,225.863007,"2016-03-30","f","old",11.87,0
"571",303,738960.337927977,326530.142741735,225.531677,"2016-04-11","f","old",11.87,0
"572",303,738996.808048655,326514.574256196,215.062027,"2016-04-16","f","old",11.87,0
"573",303,739000.063067831,326520.185315137,225.02829,"2016-04-21","f","old",11.87,0
"574",303,738998.416426147,326521.049861477,219.893311,"2016-04-28","f","old",11.87,0
"575",303,738959.285114462,326531.016397514,221.422745,"2016-04-12","f","old",11.87,0
"576",304,738928.757493183,326541.559858379,226.655823,"2016-03-30","m","old",11.72,2.43
"577",305,738907.397755603,326535.226690115,225.78006,"2016-03-30","m","juvenil",12.68,3.94
"578",306,738865.908472091,326480.981919285,228.263504,"2016-03-30","m","juvenil",12.08,2.12
"579",307,738856.321855815,326437.903031563,219.378967,"2016-03-30","f","juvenil",12.22,0
"580",308,738864.961700367,326445.820883475,218.271088,"2016-03-30","m","juvenil",13.39,3.64
"581",309,738828.623278689,326578.95519883,240.010406,"2016-03-30","m","juvenil",12.32,3.71
"582",309,738835.467456126,326578.058902398,241.146637,"2016-04-06","m","juvenil",12.32,3.71
"583",310,738813.159064513,326590.063408067,246.325485,"2016-03-30","m","juvenil",11.02,1.26
"584",311,738818.731166745,326589.814973859,243.482681,"2016-03-30","m","juvenil",11.76,3.19
"585",312,738801.742861526,326593.781607981,244.540863,"2016-03-30","m","juvenil",11.95,2.38
"586",313,738796.693751518,326593.815610241,247.254883,"2016-03-31","f","juvenil",10.12,0
"587",313,738796.25349365,326593.475207267,250.141296,"2016-04-01","f","juvenil",10.12,0
"588",313,738796.897724676,326595.042185952,247.404144,"2016-03-30","f","juvenil",10.12,0
"589",314,738792.081498716,326594.412414089,247.577576,"2016-03-30","m","juvenil",12.22,3.63
"590",314,738788.560539998,326596.471812525,247.251495,"2016-04-01","m","juvenil",12.22,3.63
"591",314,738795.589454156,326588.348780418,244.49791,"2016-04-12","m","juvenil",12.22,3.63
"592",315,738795.611465368,326601.473465706,247.89769,"2016-03-30","m","old",13.09,3.1
"593",315,738798.642847773,326602.298389697,250.17218,"2016-04-01","m","old",13.09,3.1
"594",315,738795.206321293,326603.691735648,252.085312,"2016-04-02","m","old",13.09,3.1
"595",315,738796.538996756,326603.934563439,246.975937,"2016-04-07","m","old",13.09,3.1
"596",315,738796.625127457,326603.157317593,251.441833,"2016-04-11","m","old",13.09,3.1
"597",315,738797.085791894,326602.163353127,245.710571,"2016-04-12","m","old",13.09,3.1
"598",315,738797.736824158,326603.285542808,249.072403,"2016-04-03","m","old",13.09,3.1
"599",315,738803.120853299,326595.91592636,241.94455,"2016-04-15","m","old",13.09,3.1
"600",315,738797.885277131,326603.28781321,242.238342,"2016-04-13","m","old",13.09,3.1
"601",316,738793.333147693,326595.098895152,249.090088,"2016-03-30","f","juvenil",10.67,0
"602",316,738791.999874065,326599.749883926,246.956879,"2016-03-31","f","juvenil",10.67,0
"603",317,738799.470747782,326591.856061759,247.298492,"2016-03-30","f","juvenil",12.44,0
"604",318,738797.212136906,326603.611188284,250.701889,"2016-04-06","f","juvenil",12.52,0
"605",318,738795.95368788,326603.369495523,247.962662,"2016-04-07","f","juvenil",12.52,0
"606",318,738793.394873305,326600.772227147,247.551346,"2016-04-07","f","juvenil",12.52,0
"607",318,738794.3672183,326595.448379142,247.633743,"2016-03-30","f","juvenil",12.52,0
"608",318,738794.551887466,326602.791940835,245.434357,"2016-04-12","f","juvenil",12.52,0
"609",318,738799.182841089,326600.971968752,247.269028,"2016-04-15","f","juvenil",12.52,0
"610",318,738792.510957172,326600.313816298,251.261917,"2016-04-11","f","juvenil",12.52,0
"611",319,738792.944412595,326601.099008157,249.601685,"2016-03-30","f","juvenil",12.38,0
"612",319,738790.637183577,326596.614792557,245.011566,"2016-04-13","f","juvenil",12.38,0
"613",320,738784.710370491,326600.639421516,250.279587,"2016-03-31","f","juvenil",11.24,0
"614",320,738793.089464555,326601.323673018,244.644318,"2016-04-02","f","juvenil",11.24,0
"615",320,738791.717676642,326603.638383722,247.679443,"2016-03-30","f","juvenil",11.24,0
"616",321,738787.422743208,326602.905364312,247.475662,"2016-03-30","m","juvenil",12.43,3.43
"617",321,738789.407046827,326599.376563136,250.197342,"2016-03-31","m","juvenil",12.43,3.43
"618",322,738788.239234615,326602.917850139,248.036682,"2016-03-30","f","old",11.93,0
"619",323,738792.540970046,326603.206080992,247.999817,"2016-03-30","m","juvenil",12.08,3.27
"620",323,738795.817139022,326602.588844133,250.477631,"2016-04-01","m","juvenil",12.08,3.27
"621",323,738817.073899089,326581.670321757,243.658447,"2016-04-07","m","juvenil",12.08,3.27
"622",323,738894.87239906,326543.487879656,228.882278,"2016-04-22","m","juvenil",12.08,3.27
"623",323,738811.794069563,326591.93332478,247.748581,"2016-04-11","m","juvenil",12.08,3.27
"624",324,738794.88900852,326605.021562474,252.987686,"2016-03-30","f","juvenil",12.16,0
"625",325,738762.054268432,326615.975503854,244.799545,"2016-03-30","m","juvenil",12.87,3.32
"626",326,738762.635622628,326607.086527985,250.876923,"2016-03-31","m","juvenil",12.26,3.15
"627",326,738763.928626317,326614.780702421,245.870438,"2016-03-30","m","juvenil",12.26,3.15
"628",327,738972.2063299,326516.310459964,223.787567,"2016-03-31","m","juvenil",13.36,3.84
"629",328,738961.40777919,326528.157114127,223.184036,"2016-03-31","m","juvenil",13.9,3.94
"630",329,738951.905936559,326532.905362274,224.104614,"2016-03-31","m","juvenil",11.95,3.32
"631",329,738951.285589321,326529.781605938,228.223892,"2016-04-06","m","juvenil",11.95,3.32
"632",330,738930.573010844,326539.363199371,228.17131,"2016-03-31","m","juvenil",13.73,4.12
"633",330,738919.313300165,326532.851023059,228.824387,"2016-04-06","m","juvenil",13.73,4.12
"634",331,738847.819734714,326576.245888446,234.701691,"2016-03-31","m","juvenil",12.05,3.22
"635",331,738836.878398783,326573.186665262,239.12796,"2016-03-31","m","juvenil",12.05,3.22
"636",332,738831.599155671,326578.555834409,236.877701,"2016-03-31","m","juvenil",11.65,3.11
"637",332,738828.172814298,326579.281977071,239.916168,"2016-04-03","m","juvenil",11.65,3.11
"638",333,738822.677708942,326584.202958636,241.500458,"2016-03-31","m","juvenil",13.19,4.16
"639",333,738822.357607975,326580.861362888,244.138885,"2016-04-02","m","juvenil",13.19,4.16
"640",333,738824.513586671,326580.67189874,242.455994,"2016-04-03","m","juvenil",13.19,4.16
"641",333,738821.46178347,326581.181328566,245.657074,"2016-04-06","m","juvenil",13.19,4.16
"642",333,738823.438688472,326582.991143903,242.98996,"2016-04-07","m","juvenil",13.19,4.16
"643",333,738823.052866576,326579.092426251,240.334808,"2016-04-07","m","juvenil",13.19,4.16
"644",333,738821.587042458,326577.846545958,237.03064,"2016-04-11","m","juvenil",13.19,4.16
"645",333,738821.205701995,326578.508052051,242.565857,"2016-04-15","m","juvenil",13.19,4.16
"646",333,738820.634001283,326577.053403559,238.618118,"2016-04-16","m","juvenil",13.19,4.16
"647",333,738821.677659472,326581.629524174,241.513062,"2016-04-01","m","juvenil",13.19,4.16
"648",334,738814.964317558,326588.533896038,244.915878,"2016-03-31","f","juvenil",11.28,0
"649",335,738814.895193729,326588.199168785,245.7379,"2016-03-31","f","juvenil",11.82,0
"650",336,738815.552412373,326593.770386958,246.167587,"2016-03-31","m","juvenil",12.23,2.56
"651",336,738811.930616574,326592.713976505,244.866425,"2016-04-03","m","juvenil",12.23,2.56
"652",337,738813.269010437,326587.729400634,245.979828,"2016-03-31","f","juvenil",9.36,0
"653",338,738807.290056231,326590.307306325,247.380356,"2016-03-31","f","juvenil",11.98,0
"654",339,738814.947308055,326589.645868814,246.254608,"2016-04-07","f","intermediate",11.39,0
"655",339,738803.235897326,326593.24832682,246.725891,"2016-04-22","f","intermediate",11.39,0
"656",339,738811.264277855,326592.592560813,246.738892,"2016-03-31","f","intermediate",11.39,0
"657",340,738811.30618772,326594.70644452,245.315094,"2016-03-31","m","old",12.25,3.34
"658",340,738809.63129213,326592.56758279,246.844879,"2016-03-31","m","old",12.25,3.34
"659",341,738809.745728336,326594.793799127,247.115417,"2016-03-31","m","juvenil",13.01,3.68
"660",341,738824.559517203,326577.669572466,241.047989,"2016-04-03","m","juvenil",13.01,3.68
"661",342,738800.247027483,326589.643468397,246.889008,"2016-03-31","f","juvenil",12.26,0
"662",343,738802.647186551,326592.905652821,244.833374,"2016-03-31","f","juvenil",11.46,0
"663",344,738801.937233678,326590.781551853,244.366089,"2016-03-31","m","juvenil",12.74,3.81
"664",344,738801.045910393,326595.661744576,243.221924,"2016-04-06","m","juvenil",12.74,3.81
"665",345,738800.047554189,326592.977116417,244.871567,"2016-03-31","f","juvenil",11.91,0
"666",345,738796.049520291,326592.248631589,247.45192,"2016-03-31","f","juvenil",11.91,0
"667",346,738809.904518277,326579.558636691,241.882996,"2016-04-01","m","juvenil",13.11,3.63
"668",346,738809.617816184,326578.886911626,242.372894,"2016-04-03","m","juvenil",13.11,3.63
"669",346,738813.814725187,326581.17557381,248.473984,"2016-04-06","m","juvenil",13.11,3.63
"670",346,738809.896014024,326580.114623064,244.659225,"2016-04-06","m","juvenil",13.11,3.63
"671",346,738811.382250567,326580.026133131,244.208099,"2016-04-02","m","juvenil",13.11,3.63
"672",347,738792.955719369,326605.214443072,248.987732,"2016-03-31","f","juvenil",12.05,0
"673",348,738762.08656738,326613.862755034,248.158356,"2016-03-31","m","juvenil",12.57,3.29
"674",349,738776.300670796,326601.956733421,249.306427,"2016-03-31","f","juvenil",11.95,0
"675",349,738752.54536316,326611.492434553,251.425369,"2016-03-31","f","juvenil",11.95,0
"676",350,738781.404183251,326598.364400032,247.839813,"2016-03-31","f","intermediate",12.46,0
"677",350,738780.658517161,326598.575444734,246.423553,"2016-04-16","f","intermediate",12.46,0
"678",351,738780.030699095,326600.790310762,248.741547,"2016-03-31","f","intermediate",12.45,0
"679",352,738781.994595005,326598.595874589,250.584351,"2016-03-31","f","intermediate",12.21,0
"680",353,738792.932001901,326592.20095485,248.404846,"2016-03-31","m","juvenil",11.82,3.45
"681",353,738797.088693082,326592.264524207,245.895233,"2016-04-01","m","juvenil",11.82,3.45
"682",354,738836.255660785,326575.067933147,240.6026,"2016-04-06","m","juvenil",11.31,1.92
"683",354,738842.570047239,326574.830878852,238.374664,"2016-04-07","m","juvenil",11.31,1.92
"684",354,738803.633752477,326581.798412804,248.059464,"2016-03-31","m","juvenil",11.31,1.92
"685",355,738898.326360347,326526.412375034,222.540939,"2016-03-31","f","old",12.52,0
"686",355,738896.300086255,326527.827254057,221.830444,"2016-04-06","f","old",12.52,0
"687",356,738885.209197746,326519.983050592,224.947922,"2016-03-31","m","juvenil",12.05,2.63
"688",357,738862.05472648,326422.308291952,211.354553,"2016-03-31","m","juvenil",12.84,3.88
"689",358,738884.432420198,326464.025856702,218.899551,"2016-03-31","f","intermediate",11.31,0
"690",359,738883.900906681,326464.796282901,218.126602,"2016-03-31","f","juvenil",12.26,0
"691",360,738984.62127631,326524.95368649,222.520981,"2016-03-31","m","juvenil",12.56,3.61
"692",361,739030.021895499,326512.85898139,217.179794,"2016-03-31","m","juvenil",12.67,3.47
"693",361,739026.002458918,326508.682087799,220.193298,"2016-03-31","m","juvenil",12.67,3.47
"694",362,738920.235682427,326535.645731431,219.007507,"2016-04-15","m","juvenil",13.45,2.88
"695",362,738917.015656892,326532.593389594,225.592682,"2016-03-31","m","juvenil",13.45,2.88
"696",363,738916.290716188,326541.146481775,227.578705,"2016-03-31","f","juvenil",12.8,0
"697",364,738843.825097707,326575.294976224,235.398163,"2016-03-31","f","intermediate",12.67,0
"698",364,738843.323587441,326578.957671159,240.696014,"2016-04-03","f","intermediate",12.67,0
"699",365,738829.005694425,326583.076311388,240.606201,"2016-03-31","m","juvenil",12.91,3.97
"700",365,738840.131835103,326578.908833272,236.043945,"2016-04-06","m","juvenil",12.91,3.97
"701",365,738838.355496112,326578.547983885,238.106506,"2016-04-12","m","juvenil",12.91,3.97
"702",365,738839.261530466,326577.560837232,235.409241,"2016-04-13","m","juvenil",12.91,3.97
"703",365,738841.317762431,326579.038202569,239.411438,"2016-04-03","m","juvenil",12.91,3.97
"704",365,738840.14204368,326578.241649687,236.381729,"2016-04-16","m","juvenil",12.91,3.97
"705",366,738807.896384296,326584.644192401,243.98027,"2016-03-31","m","juvenil",13.24,3.33
"706",366,738811.23148429,326585.028875132,243.032898,"2016-04-02","m","juvenil",13.24,3.33
"707",366,738812.956795487,326588.725634535,246.520645,"2016-04-06","m","juvenil",13.24,3.33
"708",366,738782.438841867,326593.820066104,243.175903,"2016-04-12","m","juvenil",13.24,3.33
"709",366,738782.347611988,326594.930903996,248.629639,"2016-04-13","m","juvenil",13.24,3.33
"710",366,738783.683690671,326594.951334243,245.453094,"2016-04-11","m","juvenil",13.24,3.33
"711",367,738811.085820768,326589.698025419,243.84256,"2016-03-31","f","juvenil",11.43,0
"712",367,738818.566321398,326586.030860076,243.608582,"2016-04-01","f","juvenil",11.43,0
"713",367,738837.167867255,326578.529812459,235.491882,"2016-04-11","f","juvenil",11.43,0
"714",367,738833.581162399,326580.032061375,236.661194,"2016-04-11","f","juvenil",11.43,0
"715",367,738835.232866346,326578.83387621,240.19696,"2016-04-03","f","juvenil",11.43,0
"716",368,738809.217157797,326585.665404023,243.900696,"2016-03-31","f","juvenil",10.96,0
"717",369,738806.164750958,326591.068657536,244.498611,"2016-03-31","m","juvenil",13.11,3.69
"718",370,738804.46774266,326590.375361972,244.763046,"2016-03-31","m","juvenil",12.56,2.98
"719",370,738811.317617164,326584.251629574,239.852936,"2016-04-12","m","juvenil",12.56,2.98
"720",370,738809.735043934,326585.78454877,246.450409,"2016-04-15","m","juvenil",12.56,2.98
"721",370,738808.876639213,326583.65817631,243.934937,"2016-04-21","m","juvenil",12.56,2.98
"722",371,738803.728271842,326595.035430283,249.252625,"2016-04-01","f","juvenil",10.17,0
"723",371,738806.621408142,326595.190904161,243.06514,"2016-04-02","f","juvenil",10.17,0
"724",371,738807.183514334,326592.418919335,242.408798,"2016-04-02","f","juvenil",10.17,0
"725",371,738800.931470881,326593.435528401,244.958481,"2016-03-31","f","juvenil",10.17,0
"726",372,738795.539538468,326596.467317389,248.134995,"2016-03-31","m","juvenil",11.17,1.71
"727",373,738788.062466972,326599.912118029,253.35437,"2016-03-31","f","juvenil",12.61,0
"728",374,738768.936915606,326617.415406956,251.369843,"2016-03-31","m","juvenil",12.76,3.46
"729",375,738763.478723246,326624.78392111,248.724396,"2016-03-31","f","juvenil",11.1,0
"730",377,738747.604489206,326609.303668034,246.931274,"2016-03-31","f","intermediate",12.31,0
"731",378,738769.801040087,326599.744114816,251.943878,"2016-03-31","m","juvenil",12.37,3.63
"732",378,738789.462055425,326590.924434147,248.42363,"2016-04-22","m","juvenil",12.37,3.63
"733",378,738786.169986013,326597.436265917,253.001343,"2016-04-22","m","juvenil",12.37,3.63
"734",379,738782.235978229,326597.376109386,250.985626,"2016-03-31","m","juvenil",13.22,4.04
"735",380,738796.416052784,326602.264333716,245.733276,"2016-04-01","m","juvenil",12.47,3.72
"736",380,738833.677506159,326578.587632568,238.738281,"2016-04-03","m","juvenil",12.47,3.72
"737",380,738810.189387048,326594.911808561,243.321289,"2016-04-13","m","juvenil",12.47,3.72
"738",380,738780.715740735,326599.688552645,253.754395,"2016-03-31","m","juvenil",12.47,3.72
"739",381,738807.721326781,326581.527262671,246.798721,"2016-03-31","f","juvenil",11.6,0
"740",382,738889.991101237,326537.407089562,223.642288,"2016-03-31","m","intermediate",12.39,3.63
"741",383,738939.974968882,326502.358630815,218.818115,"2016-03-31","f","old",12.55,0
"742",384,738943.320329061,326502.076206171,217.195938,"2016-03-31","f","juvenil",11.24,0
"743",385,738973.049350261,326519.437630671,222.316986,"2016-03-31","f","juvenil",12.24,0
"744",386,739011.975274566,326518.032232963,220.909836,"2016-03-31","m","juvenil",10.29,0.88
"745",387,738891.356812038,326530.643377391,225.266739,"2016-04-01","m","juvenil",10.73,0.99
"746",388,738804.182135124,326594.486255553,249.307846,"2016-04-01","m","juvenil",12.23,3.57
"747",388,738814.863490733,326585.418101457,241.620743,"2016-04-02","m","juvenil",12.23,3.57
"748",389,738802.44771193,326596.239300816,247.113678,"2016-04-01","m","juvenil",13.01,4.09
"749",389,738810.710807774,326580.238309329,238.900787,"2016-04-11","m","juvenil",13.01,4.09
"750",389,738810.11359181,326580.451620962,241.18045,"2016-04-11","m","juvenil",13.01,4.09
"751",389,738800.684981543,326594.988884658,248.798965,"2016-04-01","m","juvenil",13.01,4.09
"752",390,738793.305341934,326601.771867615,248.635513,"2016-04-01","m","juvenil",10.22,1.18
"753",391,738773.315189402,326598.129494138,246.285034,"2016-04-01","m","juvenil",13.03,4.12
"754",392,738792.079798202,326594.52361138,246.463043,"2016-04-01","m","juvenil",12.26,3.44
"755",393,738792.469636923,326593.306116882,247.391479,"2016-04-01","m","juvenil",12.02,3.2
"756",393,738804.936306435,326593.719227465,240.628632,"2016-04-12","m","juvenil",12.02,3.2
"757",393,738803.716366684,326595.813811271,244.103699,"2016-04-13","m","juvenil",12.02,3.2
"758",394,738784.454273251,326597.966146375,250.48642,"2016-04-01","m","juvenil",11.47,NA
"759",394,738802.356591163,326582.779888725,242.367004,"2016-04-06","m","juvenil",11.47,NA
"760",395,738781.377565343,326595.249740883,250.055939,"2016-04-01","m","juvenil",13.84,4.03
"761",396,738781.764001133,326594.254640246,250.036041,"2016-04-01","f","old",12.33,0
"762",397,739011.633116525,326516.136191163,223.636368,"2016-04-01","m","juvenil",10.72,1.21
"763",398,739018.806701657,326513.131916655,221.445648,"2016-04-01","m","juvenil",11.54,2.55
"764",398,739019.459406809,326514.142933571,224.041702,"2016-04-02","m","juvenil",11.54,2.55
"765",398,739020.932025246,326514.944074779,218.680313,"2016-04-03","m","juvenil",11.54,2.55
"766",398,739019.278559524,326516.253403889,220.281219,"2016-04-06","m","juvenil",11.54,2.55
"767",398,739021.577910266,326516.399880653,226.3414,"2016-04-07","m","juvenil",11.54,2.55
"768",398,739020.820290411,326517.389274657,225.175018,"2016-04-08","m","juvenil",11.54,2.55
"769",398,739020.248632924,326515.934606907,224.30899,"2016-04-06","m","juvenil",11.54,2.55
"770",398,739017.586667991,326515.226454682,218.335617,"2016-04-11","m","juvenil",11.54,2.55
"771",399,738998.530623978,326513.599650014,221.9935,"2016-04-01","m","juvenil",10.24,1.06
"772",400,738852.666600519,326574.874155861,233.812622,"2016-04-01","m","intermediate",12.27,3.51
"773",400,738852.499428494,326576.095053906,234.791092,"2016-04-02","m","intermediate",12.27,3.51
"774",400,738848.892298867,326578.931660464,239.87999,"2016-04-28","m","intermediate",12.27,3.51
"775",401,738841.869677795,326576.933404898,236.516388,"2016-04-01","m","juvenil",11.08,1.89
"776",402,738827.880834003,326593.514092312,239.169037,"2016-04-12","m","juvenil",10.42,1.42
"777",402,738823.827912007,326586.667467101,241.335266,"2016-04-01","m","juvenil",10.42,1.42
"778",403,738823.330439535,326585.213953816,240.762451,"2016-04-01","f","juvenil",11.68,0
"779",404,738822.604561781,326588.984441407,242.105942,"2016-04-01","f","intermediate",11.48,0
"780",405,738822.741107422,326589.765093382,243.366501,"2016-04-01","m","juvenil",10.82,1.43
"781",405,738816.030090485,326591.664451254,248.196243,"2016-04-01","m","juvenil",10.82,1.43
"782",406,738811.598603847,326590.150762169,246.755234,"2016-04-01","m","juvenil",12.34,3.33
"783",406,738817.469930752,326584.901855409,244.118729,"2016-04-06","m","juvenil",12.34,3.33
"784",407,738813.184578255,326588.395448896,242.945892,"2016-04-01","m","juvenil",11.78,2.53
"785",408,738823.042659962,326579.759609876,240.266449,"2016-04-06","m","juvenil",9.95,0.86
"786",408,738810.340152435,326589.909066303,244.155548,"2016-04-01","m","juvenil",9.95,0.86
"787",409,738806.271292494,326588.957044516,244.833496,"2016-04-01","f","juvenil",11.84,0
"788",410,738805.138577095,326595.057000749,244.006927,"2016-04-01","m","juvenil",13.06,3.59
"789",411,738799.858887562,326590.749765064,245.004105,"2016-04-06","m","juvenil",10.71,1.3
"790",411,738799.822677731,326583.40847407,245.502121,"2016-04-07","m","juvenil",10.71,1.3
"791",411,738805.440585773,326594.727950096,243.639679,"2016-04-01","m","juvenil",10.71,1.3
"792",412,738801.000595441,326593.770255496,245.548492,"2016-04-01","f","juvenil",11.13,0
"793",413,738793.05264978,326598.876197509,245.389572,"2016-04-01","m","juvenil",12.13,2.91
"794",413,738794.860791893,326587.44785046,249.576233,"2016-04-06","m","juvenil",12.13,2.91
"795",413,738797.529551472,326587.711111584,247.140961,"2016-04-07","m","juvenil",12.13,2.91
"796",413,738795.583250575,326583.899753979,248.089401,"2016-04-07","m","juvenil",12.13,2.91
"797",413,738795.513526901,326588.458842525,251.045654,"2016-04-03","m","juvenil",12.13,2.91
"798",414,738791.906941899,326600.971918991,247.949707,"2016-04-02","f","juvenil",11.21,0
"799",414,738791.817410786,326601.97155948,245.969131,"2016-04-01","f","juvenil",11.21,0
"800",415,738793.511016017,326602.88724596,247.06218,"2016-04-01","f","intermediate",12.47,0
"801",416,738782.218974971,326598.488082305,249.823303,"2016-04-01","f","juvenil",11.96,0
"802",417,738777.41406835,326601.973757442,246.059006,"2016-04-02","m","juvenil",12.83,3.34
"803",417,738771.22664523,326598.764901376,247.521011,"2016-04-07","m","juvenil",12.83,3.34
"804",417,738771.882783234,326599.553496249,247.374481,"2016-04-11","m","juvenil",12.83,3.34
"805",417,738777.066155465,326605.305136566,244.528763,"2016-04-01","m","juvenil",12.83,3.34
"806",418,738784.855942762,326610.540520899,247.873184,"2016-04-01","f","old",11.94,0
"807",419,738785.525680699,326610.439538979,243.250183,"2016-04-03","m","old",13.24,3.93
"808",419,738785.761963061,326609.553365742,247.737946,"2016-04-07","m","old",13.24,3.93
"809",419,738791.362953588,326607.414551188,250.932983,"2016-04-11","m","old",13.24,3.93
"810",419,738785.404434147,326608.658112139,248.381119,"2016-04-01","m","old",13.24,3.93
"811",419,738779.759297202,326599.117811465,247.577484,"2016-04-16","m","old",13.24,3.93
"812",419,738792.6026961,326608.87941319,250.190552,"2016-04-11","m","old",13.24,3.93
"813",420,738779.125793405,326606.560085454,248.12825,"2016-04-01","f","juvenil",10.48,0
"814",421,738768.659287918,326611.293881071,245.029907,"2016-04-01","m","juvenil",11.18,2.15
"815",421,738765.116247749,326614.798858855,244.929062,"2016-04-06","m","juvenil",11.18,2.15
"816",422,738769.550004528,326611.307499101,244.659882,"2016-04-01","m","juvenil",11.85,3.04
"817",423,738772.886251609,326601.904527746,246.955841,"2016-04-01","m","juvenil",12.39,3.43
"818",424,738891.825331759,326533.98724897,222.335327,"2016-04-01","f","old",12.71,0
"819",425,738878.420376056,326497.856919133,218.093948,"2016-04-01","m","juvenil",11.82,3.56
"820",426,738868.90757146,326483.91962648,223.430786,"2016-04-01","m","juvenil",12.62,2.67
"821",427,738868.615107559,326488.475303694,223.950439,"2016-04-01","f","juvenil",11.82,2.7
"822",428,738848.314736501,326442.006983474,228.497772,"2016-04-01","f","juvenil",12.89,0
"823",429,738842.576153943,326424.012235458,220.017609,"2016-04-01","f","old",12.26,0
"824",429,738850.406969881,326426.578970976,216.653671,"2016-04-13","f","old",12.26,0
"825",430,738840.89611432,326422.206957935,221.651978,"2016-04-01","m","juvenil",12.65,4
"826",431,738839.126532555,326421.401319831,218.847473,"2016-04-01","m","old",10.74,1.14
"827",432,738846.741473195,326423.519854445,217.899536,"2016-04-01","m","juvenil",11.87,2.39
"828",433,738845.912409102,326429.179552605,222.276688,"2016-04-01","m","juvenil",13.51,4.02
"829",434,738865.448964261,326447.941582521,219.916534,"2016-04-01","f","intermediate",12.33,0
"830",435,738881.111238763,326472.427983067,219.810867,"2016-04-01","m","old",11.41,1.79
"831",436,738869.783648485,326480.040221562,222.210159,"2016-04-01","f","juvenil",11.89,0
"832",437,738935.554211049,326519.530525288,219.300079,"2016-04-01","f","juvenil",12.86,0
"833",438,739000.378727338,326518.966697257,224.391144,"2016-04-01","f","juvenil",11.58,0
"834",438,739003.115691991,326514.782165473,221.969604,"2016-04-06","f","juvenil",11.58,0
"835",439,739010.216601805,326501.989115101,217.232071,"2016-04-01","m","old",10.24,1.06
"836",440,739014.223978181,326497.267947818,216.986145,"2016-04-01","f","juvenil",11.78,0
"837",441,739013.790544243,326496.482739809,218.213882,"2016-04-01","m","juvenil",12.42,3.5
"838",442,738898.872157939,326544.105235204,229.883575,"2016-04-02","f","old",12.55,0
"839",443,738871.944780155,326566.827457068,234.338242,"2016-04-02","m","juvenil",10.8,1.88
"840",444,738812.312568014,326587.158654118,244.721054,"2016-04-02","m","juvenil",12.28,3.62
"841",444,738816.389933187,326587.554693748,240.148132,"2016-04-13","m","juvenil",12.28,3.62
"842",445,738804.872284375,326593.050908477,247.765366,"2016-04-02","m","juvenil",12.67,4.06
