"X","ID","sex","B.width","Tusk","days","Age","no.recaptures","tot.dist","max.dist","dist.a.day","rel.bodywidth"
427,427,"f",11.82,2.7,0,"juvenil",0,0,0,NA,0.106328730460306
428,428,"f",12.89,0,0,"juvenil",0,0,0,NA,1.63667172480805
434,434,"f",12.33,0,0,"intermediate",0,0,0,NA,0.835744550196145
436,436,"f",11.89,0,0,"juvenil",0,0,0,NA,0.206444627286794
437,437,"f",12.86,0,0,"juvenil",0,0,0,NA,1.59376491188241
440,440,"f",11.78,0,0,"juvenil",0,0,0,NA,0.0491196465594546
442,442,"f",12.55,0,0,"old",0,0,0,NA,1.15039451165082
462,462,"f",12,0,0,"juvenil",0,0,0,NA,0.363769608014131
463,463,"f",10.91,0,0,"juvenil",0,0,0,NA,-1.19517792828404
464,464,"f",11.46,0,0,"juvenil",0,0,0,NA,-0.408553024647345
465,465,"f",12.55,0,0,"juvenil",0,0,0,NA,1.15039451165082
466,466,"f",11.18,0,0,"juvenil",0,0,0,NA,-0.809016611953297
468,468,"f",11.71,0,0,"intermediate",0,0,0,NA,-0.0509962502670311
471,471,"f",10.48,0,0,"juvenil",0,0,0,NA,-1.81017558021817
472,472,"f",11.96,0,0,"intermediate",0,0,0,NA,0.306560524113282
477,477,"f",11.6,0,0,"juvenil",0,0,0,NA,-0.208321230994371
485,485,"f",12.52,0,0,"old",0,0,0,NA,1.10748769872518
